Kode	Tekst
KFPB	Åbne excisioner og ablationer af aberrant bane eller fokus i hjertet
KFPB00	Excision af ektopisk hjertefokus
KFPB10	Kryoablation af hjertefokus
KFPB20	Åben radiofrekvensablation af aberrant bane eller fokus i hjertet
KFPB96	Anden åben excision eller ablation af aberrant bane eller fokus i hjertet
KFPC	Endokardielle myotomier for ventrikulær arytmi
KFPC00	Partiel endokardiel myotomi for ventrikulær arytmi
KFPC10	Total endokardiel myotomi for ventrikulære arytmi
KFPC96	Anden endokardiel myotomi for ventrikulær arytmi
KFPD	Operationer for atrieflimmer
KFPD00	Labyrintoperation for atrieflimmer
KFPD96	Anden operation for atrieflimmer
KFPF	Implantationer og udskiftninger af permanent epikardiel pacemaker
KFPF00	Implantation af epikardiel pacemaker med ventrikulær elektrode
KFPF10	Implantation af epikardiel pacemaker med atriel elektrode
KFPF20	Implantation af epikardiel pacemaker med atriel og ventrikulær elektrode
KFPF30	Udskiftning af pulsgenerator til epikardiel pacemaker
KFPF40	Udskiftning af epikardiel pacemakerelektrode
KFPF96	Anden implantation eller udskiftning af permanent epikardiel pacemaker
KFPG	Implantation af permanent epikardiel kardioverter-defibrillator
KFPG10	Åben implantation af permanent epikardiel kardioverter-defibrillator
KFPG20	Implantation af permanent epikardiel kardioverter-defibrillator i forbindelse med hjertekirurgi
KFPH	Åben fjernelse af permanent pacemaker eller kardioverter-defibrillator
KFPH10	Åben fjernelse af transvenøs pacemaker eller kardioverter-defibrillator
KFPH20	Fjernelse af epikardiel pacemaker eller kardioverter-defibrillator
KFPW	Andre operationer ved hjertearytmier og ledningsforstyrrelser
KFPW96	Anden operation ved hjertearytmi eller ledningsforstyrrelse
KFQ	Transplantationer af hjerte og lunger
KFQA	Transplantationer af hjerte
KFQA00	Ortotop hjertetransplantation
KFQA10	Ortotop hjertetransplantation med bicaval anastomose
KFQA20	Ortotop hjertetransplantation med rekonstruktion af forbindelser til atrie og systemiske vener
KFQA30	Heterotop hjertetransplantation
KFQA40	Hjertetransplantation med levende donor
KFQA96	Anden transplantation af hjerte
KFQB	Transplantationer af hjerte og lunger
KFQB00	Hjerte-lungetransplantation
KFQB10	Hjerte-lungetransplantation med bicaval anastomose
KFQB20	Hjerte-lungetransplantation med rekonstruktion af forbindelser til atrie og systemiske vener
KFQB30	Hjerte-lungetransplantation med revaskularisering af bronkialarterier
KFQB96	Anden transplantation af hjerte og lunge
KFQW	Andre operationer ved transplantation af hjerte og lunger
KFQW96	Anden procedure ved transplantation af hjerte og lunger
KFW	Reoperationer efter operation på hjerte og store intratorakale kar
KFWA	Reoperationer ved sårruptur efter operation på hjerte og store intratorakale kar
KFWA00	Reoperation ved sårruptur efter operation på hjerte eller store intratorakale kar
KFWB	Reoperationer ved overfladisk infektion efter operation på hjerte og store intratorakale kar
KFWB00	Reoperation ved overfladisk infektion efter operation på hjerte eller store intratorakale kar
KFWC	Reoperationer ved dyb infektion efter operation på hjerte og store intratorakale kar
KFWC00	Reoperation ved dyb infektion efter operation på hjerte eller store intratorakale kar
KFWD	Reoperationer ved overfladisk blødning efter operation på hjerte og store intratorakale kar
KFWD00	Reoperation for overfladisk blødning efter operation på hjerte eller store intratorakale kar
KFWE	Reoperationer ved dyb blødning efter operation på hjerte og store intratorakale kar
KFWE00	Reoperation for dyb blødning efter operation på hjerte eller store intratorakale kar
KFWF	Reoperationer ved sutur- eller anastomoseinsufficiens efter operation på hjerte og store intratorakale kar
KFWF00	Reoperation for sutur- eller anastomoseinsufficiens efter operation på hjerte eller store intratorakale kar
KFWG	Reoperationer for trombose eller emboli efter operation på hjerte og store intratorakale kar
KFWG00	Reoperation for trombose eller emboli efter operation på hjerte eller store intratorakale kar
KFWG02	Transluminal reoperation for trombose eller emboli efter operation på hjerte eller store intratorakale kar
KFWW	Andre reoperationer efter operation på hjerte og store intratorakale kar
KFWW96	Anden reoperation efter operation på hjerte og store intratorakale kar
KFWW98	Anden transluminal reoperation efter operation på hjerte eller store intratorakale kar
KFX	Særlige procedurer til ekstrakorporal eller assisteret cirkulation
KFXA	Peroperativ ekstrakorporal cirkulation
KFXA00	Peroperativ ekstrakorporal cirkulation med normotermi eller moderat hypotermi
KFXA10	Peroperativ ekstrakorporal cirkulation med dyb hypotermi
KFXA13	Peroperativ ekstrakorporal cirkulation med dyb hypotermi og cerebral perfusion
KFXA20	Peroperativ ekstrakorporal cirkulation med dyb hypotermi og cirkulationsstop
KFXA96	Anden peroperativ ekstrakorporal cirkulation
KFXB	Peroperativ partiel kardiopulmonal bypass
KFXB00	Peroperativ partiel kardiopulmonal bypass
KFXC	Partiel kardiopulmonal bypass uden brug af oxigenator
KFXC00	Partiel kardiopulmonal bypass uden brug af oxygenator
KFXD	Brug af ECHLA uden samtidig kirurgisk procedure
KFXD00	Brug af ECHLA uden samtidig kirurgisk procedure
KFXE	Brug af ECMO
KFXE00	Brug af ECMO
KFXF	Dekanylering efter ECHLA eller ECMO
KFXF00	Dekanylering efter ECHLA eller ECMO
KFXF15	Revision af ECMO-udstyr
KFXG	Brug af IABP
KFXG00	Brug af IABP
KFXH	Fjernelse af IABP
KFXH00	Fjernelse af IABP
KFXJ	Indlæggelse af PABP
KFXJ00	Indlæggelse af PABP
KFXK	Fjernelse af PABP
KFXK00	Fjernelse af PABP
KFXL	Indlæggelse og brug af ekstra-, para- og intrakorporal VAD
KFXL00	Indlæggelse og brug af ekstra-, para- eller intrakorporal VAD
KFXL00H	Indlæggelse og brug af intrakardiel mikropumpe til højre ventrikel-support
KFXL00V	Indlæggelse og brug af intrakardiel mikropumpe til venstre ventrikel-support
KFXL10	Indsættelse af mekanisk hjerte
KFXL15	Revision af mekanisk hjerte
KFXM	Fjernelse af ekstra-, para- og intrakorporal VAD
KFXM00	Fjernelse af ekstra-, para- eller intrakorporal VAD
KFXM10	Fjernelse af mekanisk hjerte
KFXN	Procedurer ved brug af TAH
KFXN00	Procedurer ved brug af TAH
KFXP	Hæmofiltration og hæmodialyse under kardiopulmonal bypass
KFXP00	Hæmofiltration eller hæmodialyse under kardiopulmonal bypass
KFXW	Andre procedurer til cirkulationsstøtte
KFXW00	EECP behandling (Enhanced External Counter Pulsation)
KG	Operationer på åndedrætsorganer, brystkasse, mediastinum og diafragma
KGA	Operationer på brystvæg, pleura og diafragma
KGAA	Drænage og endoskopier af pleurahule
KGAA10	Indlæggelse af pleuradræn
KGAA15	Indlæggelse af pleuradræn med kostaresektion
KGAA20	Pleurostomi
KGAA31	Torakoskopi
KGAA96	Anden åben eller perkutan drænage af pleurahule
KGAA97	Anden perkutan endoskopisk drænage af pleurahule
KGAB	Torakotomier
KGAB00	Nødtorakotomi
KGAB10	Antero- eller posterolateral torakotomi
KGAB13	Transaksillær torakotomi
KGAB20	Median sternotomi
KGAB20A	Øvre hemisternotomi
KGAB20B	Nedre hemisternotomi
KGAB96	Anden torakotomi
KGAB96A	Mini-torakotomi
KGAC	Operationer på pleura
KGAC00	Biopsi af pleura
KGAC01	Perkutan endoskopisk biopsi af pleura
KGAC10	Fjernelse af fremmedlegeme i pleurahulen
KGAC11	Perkutan endoskopisk fjernelse af fremmedlegeme i pleurahulen
KGAC20	Excision eller destruktion af patologisk væv i pleura
KGAC21	Perkutan endoskopisk excision eller destruktion af patologisk væv i pleura
KGAC30	Kunstig pneumothorax
KGAC33	Mekanisk pleurodese
KGAC34	Perkutan endoskopisk mekanisk pleurodese
KGAC36	Kemisk pleurodese
KGAC37	Perkutan endoskopisk kemisk pleurodese
KGAC40	Pleurodese med dekortikation
KGAC41	Perkutan endoskopisk pleurodese med dekortikation
KGAC43	Total dekortikation
KGAC44	Perkutan endoskopisk total dekortikation
KGAC46	Partiel dekortikation
KGAC47	Perkutan endoskopisk partiel dekortikation
KGAC96	Anden åben operation på pleura
KGAC97	Anden perkutan endoskopisk operation på pleura
KGAC98	Anden operation på pleura gennem pleurokutant vindue
KGAD	Torakoplastikker
KGAD00	Torakoplastik
KGAD03	Torakoplastik med plombage
KGAD10	Fjernelse af intratorakal plombage
KGAD96	Anden torakoplastik
KGAE	Incisioner, resektioner, revisioner og rekonstruktioner af brystvæg
KGAE00	Incision eller biopsi af brystvæg
KGAE03	Sutur af brystvæg
KGAE06	Excision af patologisk væv i brystvæg
KGAE10	Sekundær lukning af incision i brystvæg
KGAE13	Lukning af pleurokutant vindue
KGAE16	Resektion af brystvæg
KGAE20	Resektion af brystvæg med anvendelse af lap
KGAE23	Resektion af brystvæg med anvendelse af implantat
KGAE26	Sutur af læsion i brystvæg
KGAE30	Operation for læsion i både brystvæg og diafragma
KGAE40	Operation på ribben og bløddele ved thoracic outlet syndrome
KGAE50	Rekonstruktion af brystvæg
KGAE53	Fjernelse af fremmedlegeme fra brystvæg
KGAE53A	Fjernelse af fiksationsmateriale fra sternum
KGAE70	Pseudoartroseoperation på brystvæg
KGAE73	Pseudoartroseoperation på brystvæg med anvendelse af knogletransplantat
KGAE90	Fjernelse af osteosyntesemateriale fra brystvæg
KGAE96	Anden incision, resektion, revision eller rekonstruktion af brystvæg
KGAF	Rekonstruktioner ved misdannelser af brystvæg
KGAF00	Korrektion af pectus carinatum
KGAF03	Korrektion af pectus excavatum
KGAF10	Fjernelse af implantat i brystvæg efter operation for misdannelse
KGAF96	Anden rekonstruktion ved misdannelse af brystvæg
KGAG	Transtorakale og torakoskopiske operationer på diafragma
KGAG00	Transtorakal biopsi af diafragma
KGAG01	Torakoskopisk biopsi af diafragma
KGAG10	Transtorakal excision af patologisk væv i diafragma
KGAG11	Torakoskopisk excision af patologisk væv i diafragma
KGAG20	Transtorakal fjernelse af fremmedlegeme i diafragma
KGAG21	Torakoskopisk fjernelse af fremmedlegeme i diafragma
KGAG30	Transtorakal operation for læsion af diafragma
KGAG31	Torakoskopisk operation for læsion af diafragma
KGAG33	Transtorakal resektion af diafragma
KGAG36	Transtorakal resektion og rekonstruktion af diafragma med transplantat
KGAG40	Transtorakal lukning af torakoabdominal fistel
KGAG50	Transtorakal rekonstruktion for diafragmadefekt
KGAG96	Anden transtorakal operation på diafragma
KGAG97	Anden torakoskopisk operation på diafragma
KGAW	Andre operationer på brystvæg, pleura og diafragma
KGAW96	Anden åben operation på brystvæg, pleura og diafragma
KGAW97	Anden perkutan endoskopisk operation på brystvæg, pleura og diafragma
KGB	Operationer på trakea
KGBA	Trakeotomier, fjernelse af patologisk væv og operationer for læsioner
KGBA00	Trakeotomi
KGBA00A	Nødtrakeotomi
KGBA00B	Dilatationstrakeotomi
KGBA00C	Minitrakeotomi
KGBA10	Trakeotomi med fjernelse af fremmedlegeme
KGBA12	Endoskopisk fjernelse af fremmedlegeme i trakea
KGBA22	Endoskopisk excision af patologisk væv i trakea
KGBA25	Endoskopisk elektrokoagulation af patologisk væv i trakea
KGBA28	Endoskopisk laserbehandling af patologisk væv i trakea
KGBA32	Endoskopisk dilatation af trakea
KGBA35	Endoskopisk indsættelse af stent i trakea
KGBA40	Sutur af trakea
KGBA46	Trakeoplastik
KGBA50	Plastik på trakea uden protese
KGBA53	Plastik på trakea med protese
KGBA96	Anden trakeotomi eller plastik på trakea
KGBA98	Anden endoskopisk operation for patologisk væv eller læsion på trakea
KGBB	Trakeostomier og tilhørende operationer
KGBB00	Trakeostomi
KGBB13	Revision af trakeostomi
KGBB18	Lukning af trakeostomi
KGBB96	Anden trakeostomi
KGBC	Resektioner og rekonstruktioner af trakea
KGBC00	Resektion af trakea
KGBC03	Excision af trakea
KGBC06	Resektion og rekonstruktion af trakea med protese
KGBC10	Resektion og rekonstruktion af carina
KGBC13	Resektion og rekonstruktion af carina med implantat
KGBC15	Resektion og sutur af trakea
KGBC96	Anden resektion eller rekonstruktion af trakea
KGBW	Andre operationer på trakea
KGBW96	Anden åben operation på trakea
KGBW98	Anden transluminal endoskopisk operation på trakea
KGC	Operationer på bronkier
KGCA	Operationer på bronkier
KGCA02	Bronkoskopisk elektrokoagulation af patologisk væv i bronkie
KGCA05	Bronkoskopisk laserbehandling af patologisk væv i bronkie
KGCA06	Excision af patologisk væv i bronkie
KGCA08	Bronkoskopisk excision af patologisk væv i bronkie
KGCA10	Incision af bronkie med fjernelse af fremmedlegeme
KGCA12	Bronkoskopisk ekstraktion af fremmedlegeme
KGCA18	Bronkoskopisk dilatation af bronkie
KGCA20	Sutur og rekonstruktion af bronkie efter læsion
KGCA26	Bronkoplastik
KGCA30	Bronkoplastik med protese
KGCA32	Bronkoskopisk nedlæggelse af stent i bronkie
KGCA40	Lukning af bronkopleural fistel
KGCA42	Bronkoskopisk lukning af bronkopleural fistel
KGCA43	Anden lukning af bronkopleural fistel
KGCA50	Resektion af bronkie
KGCA60	Resektion af bronkie med end-to-end anastomose
KGCA63	Sleeve-resektion af bronkie
KGCA70	Resektion og rekonstruktion af bronkie med protese
KGCA96	Anden åben operation på bronkie
KGCA98	Anden bronkoskopisk operation på bronkie
KGD	Operationer på lunger
KGDA	Biopsier, incisioner, excisioner, revisioner og sutur på lunge
KGDA00	Incision af lunge
KGDA01	Torakoskopisk incision af lunge
KGDA10	Biopsi af lunge
KGDA11	Torakoskopisk biopsi af lunge
KGDA20	Excision af patologisk væv i lunge
KGDA20A	Radiofrekvensablation (RFA) af patologisk væv i lunge
KGDA20B	Mikrobølgeablation (MWA) af patologisk væv i lunge
KGDA21	Torakoskopisk excision af patologisk væv i lunge
KGDA30	Incision af lunge og fjernelse af fremmedlegeme
KGDA31	Torakoskopisk incision af lunge og fjernelse af fremmedlegeme
KGDA40	Revision og sutur af læsion af lunge
KGDA41	Torakoskopisk revision og sutur af læsion af lunge
KGDA96	Anden biopsi, incision, excision, revision eller sutur på lunge
KGDA97	Anden torakoskopisk incision, excision, revision eller sutur på lunge
KGDA98	Anden bronkoskopisk incision, excision, revision eller sutur på lunge
KGDB	Lungeresektioner
KGDB00	Resektion af bulla pulmonis
KGDB01	Torakoskopisk resektion af bulla pulmonis
KGDB10	Kileresektion af lunge
KGDB11	Torakoskopisk kileresektion af lunge
KGDB20	Segmentresektion af lunge
KGDB21	Torakoskopisk segmentresektion af lunge
KGDB30	Volumenreduktion af lunge
KGDB31	Torakoskopisk volumenreduktion af lunge
KGDB96	Anden lungeresektion
KGDB97	Anden torakoskopisk lungeresektion
KGDC	Lobektomier på lunge
KGDC00	Lobektomi på lunge
KGDC01	Torakoskopisk lobektomi på lunge
KGDC10	Bilobektomi på lunge
KGDC11	Torakoskopisk bilobektomi på lunge
KGDC13	Udvidet lobektomi eller bilobektomi på lunge
KGDC20	Lobektomi på lunge med sleeve-resektion
KGDC23	Lobektomi på lunge med segmentresektion
KGDC26	Lobektomi på lunge og anden lungeresektion
KGDC96	Anden åben lobektomi på lunge
KGDC97	Anden torakoskopisk lobektomi på lunge
KGDD	Pneumonektomier
KGDD00	Pneumonektomi
KGDD01	Torakoskopisk pneumonektomi
KGDD10	Pleuropneumonektomi
KGDD11	Torakoskopisk pleuropneumonektomi
KGDD20	Udvidet pneumonektomi
KGDD23	Pneumonektomi og resektion af carina
KGDD26	Pneumonektomi og resektion af bronkie eller trakea
KGDD96	Anden pneumonektomi
KGDD97	Anden torakoskopisk pneumonektomi
KGDG	Lungetransplantationer
KGDG00	Transplantation af enkelt lunge
KGDG03	Transplantation af enkelt lunge med revaskularisering af bronkialarterier
KGDG10	Transplantation af begge lunger
KGDG13	En bloc transplantation af lunger med revaskularisering af bronkialarterier
KGDG30	Lungetransplantation fra levende donor
KGDG96	Anden lungetransplantation
KGDW	Andre operationer på lunger
KGDW96	Anden åben operation på lunge
KGDW97	Anden torakoskopisk operation på lunge
KGDW98	Anden bronkoskopisk operation på lunge
KGE	Operationer på mediastinum
KGEA	Mediastinoskopier
KGEA00	Mediastinoskopi
KGEA10	Mediastinoskopi med fjernelse af fremmedlegeme
KGEA20	Mediastinoskopi med excision af patologisk væv
KGEA96	Anden mediastinoskopisk operation
KGEB	Mediastinotomier
KGEB10	Mediastinotomi
KGEB20	Mediastinotomi med fjernelse af fremmedlegeme
KGEB30	Mediastinotomi med excision af patologisk væv
KGEB40	Mediastinotomi med udvidet excision af patologisk væv
KGEB96	Anden mediastinotomi
KGEC	Operationer på thymus
KGEC00	Biopsi af thymus
KGEC03	Mediastinoskopisk biopsi af thymus
KGEC10	Transcervikal resektion af thymus
KGEC13	Transsternal resektion af thymus
KGEC14	Torakoskopisk resektion af thymus
KGEC16	Mediastinoskopisk resektion af thymus
KGEC20	Transcervikal tymektomi
KGEC23	Transsternal tymektomi
KGEC24	Torakoskopisk tymektomi
KGEC26	Mediastinoskopisk tymektomi
KGEC93	Anden mediastinoskopisk operation på thymus
KGEC96	Anden åben operation på thymus
KGEC97	Anden torakoskopisk operation på thymus
KGEW	Andre operationer på mediastinum
KGEW96	Anden operation på mediastinum
KGW	Reoperationer efter thoraxkirurgiske operationer
KGWA	Reoperationer ved sårruptur efter thoraxkirurgisk operation
KGWA00	Sutur af sårruptur efter thoraxkirurgisk operation
