Kode	Tekst
BLNJ5	Strækbehandling af ekstremiteter
BLNJ50	Strækbehandling af skulder og overarm
BLNJ51	Strækbehandling af albue og underarm
BLNJ52	Strækbehandling af håndled, hånd og fingre
BLNJ53	Strækbehandling af hofte og lårben
BLNJ54	Strækbehandling af knæ og underben
BLNJ55	Strækbehandling af ankelled, fod og tæer
BLNK	Termoterapi ved lidelser i bevægeapparatet
BLNK6	Termoterapi
BLNK60	Behandling med ethyl-chlorid spray
BLNK61	Behandling med ispakninger
BLNK62	Behandling med kolde pakninger
BLNK63	Behandling med varme pakninger
BLNK64	Behandling med kortbølge
BLNK65	Behandling med mikrobølge
BLNK66	Behandling med paraffinbade
BLNK67	Behandling med sandboks
BLNK68	Behandling med vekselbade
BLNN	Interventioner i forbindelse med mobilisering
BLNN0	Generel mobilisering
BLNN01	Aktiv generel mobilisering
BLNN1	Kompenserende handling mhp. forflytning
BLNN10	Kompenserende handling mhp. at komme ud af seng
BLNN11	Kompenserende handling mhp. at komme i seng
BLNN12	Kompenserende handling mhp. at komme op af stol
BLNN13	Kompenserende handling mhp. at komme i stol
BLNN2	Kompenserende støtte ved træning
BLNN20	Kompenserende støtte ved gangtræning
BLNN21	Kompenserende støtte ved trappetræning
BLNN22	Kompenserende støtte ved brug af motionscykling
BLNN23	Kompenserende støtte ved sengecykling
BLNN24	Kompenserende støtte ved deltagelse i sport
BLNN3	Kompenserende handling mhp. påsætning af ekstremitets-protese
BLNN30	Kompenserende handling mhp. påsætning af armprotese
BLNN31	Kompenserende handling mhp. påsætning af håndprotese
BLNN32	Kompenserende handling mhp. påsætning af femurprotese
BLNN33	Kompenserende handling mhp. påsætning af crusprotese
BLNO	Interventioner i forbindelse med lejring
BLNO0	Vending af patient i seng
BLNO1	Elevation mhp. hensigtsmæssig lejring af patient
BLNO10	Elevering af hovedgærde
BLNO11	Elevering af overekstremitet
BLNO12	Elevering af underekstremitet
BLNR	Aktivitetstræning af fysisk funktion
BLNR0	Træning/stimulering af generel fysisk funktion ved aktivitet
BLNR1	Vedligeholdelse af generel fysisk funktion ved aktivitet
BLNR2	Sanseintegrationstræning ved aktivitet
BLNR3	Træning og stimulering af specifik fysisk funktion ved aktivitet
BLNR30	Sansetræning ved aktivitet
BLNR31	Tonusnormalisering ved aktivitet
BLNR32	Balancetræning ved siddende, stående og gående stilling ved aktivitet
BLNR33	Instruktion i og korrektion af bevægemønstre ved aktivitet
BLNR34	Træning af ledbevægelighed ved aktivitet
BLNR35	Arvævsbehandling ved aktivitet
BLNR36	Ergoterapeutisk kontrakturbehandling
BLNR37	Krafttræning ved aktivitet
BLNR39	Udholdenhedstræning ved aktivitet
BLNR3A	Koordinationstræning ved aktivitet
BLNR3B	Kompensation for fysisk dysfunktion ved aktivitetstræning
BLNR3C	Vedligeholdelsestræning af specifik fysisk funktion
BLP	Mobilisering, immobilisering og forbinding med relation til bevægeapparatet
BLPA	Immobilisering og forbinding af ekstremitet
BLPA0	Skinnebehandling af ekstremitet
BLPA1	Skinnebehandling af skulderled og overarm
BLPA10	Skinnebehandling af skulderled og overarm med blød bandage inkl. støttebind
BLPA11	Skinnebehandling af skulderled og overarm med hård præfabrikeret skinne
BLPA12	Skinnebehandling af skulderled og overarm med modellerbart materiale
BLPA13	Skinnebehandling af skulderled og overarm med individuelt fremstillet bandage
BLPA2	Skinnebehandling af albue og underarm
BLPA20	Skinnebehandling af albue og underarm med blød bandage inkl. støttebind
BLPA21	Skinnebehandling af albue og underarm med hård præfabrikeret skinne
BLPA22	Skinnebehandling af albue og underarm med modellerbart materiale
BLPA23	Skinnebehandling af albue og underarm med individuelt fremstillet bandage
BLPA3	Skinnebehandling af hånd og håndled
BLPA30	Skinnebehandling af hånd og håndled med blød bandage inkl. støttebind
BLPA31	Skinnebehandling af hånd og håndled med hård præfabrikeret skinne
BLPA32	Skinnebehandling af hånd og håndled med modellerbart materiale
BLPA33	Skinnebehandling af hånd og håndled med individuelt fremstillet bandage
BLPA4	Skinnebehandling af finger
BLPA40	Skinnebehandling af fingre med blød bandage inkl. støttebind
BLPA41	Skinnebehandling af fingre med hård præfabrikeret skinne eller bandage
BLPA42	Skinnebehandling af fingre med modellerbart materiale inkl. gips
BLPA43	Skinnebehandling af fingre med individuelt fremstillet bandage
BLPA5	Skinnebehandling af hofte og lår
BLPA50	Skinnebehandling af hofte og lår med blød bandage inkl. støttebind
BLPA51	Skinnebehandling af hofte og lår med hård præfabrikeret skinne
BLPA52	Skinnebehandling af hofte og lår med modellerbart materiale inkl. gips
BLPA53	Skinnebehandling af hofte og lår med individuelt fremstillet bandage
BLPA6	Skinnebehandling af knæ
BLPA60	Skinnebehandling af knæ, blød bandage inkl. støttebind
BLPA61	Skinnebehandling af knæ med hård præfabrikeret skinne
BLPA61A	Skinnebehandling af knæ med hængselsskinne
BLPA61A1	Anlæggelse af hængselsskinne
BLPA61A2	Justering af hængselsskinne
BLPA61A3	Fjernelse af hængselsskinne
BLPA62	Skinnebehandling af knæ med modellarbart materiale inkl. gips
BLPA63	Skinnebehandling af knæ med individuelt fremstillet bandage
BLPA7	Skinnebehandling af underben
BLPA70	Skinnebehandling af underben med blød bandage inkl. støttebind
BLPA71	Skinnebehandling af underben med hård præfabrikeret skinne
BLPA72	Skinnebehandling af underben med modellarbart materiale inkl. gips
BLPA73	Skinnebehandling af underben med individuelt fremstillet bandage
BLPA8	Skinnebehandling af ankelled og fod
BLPA80	Skinnebehandling af ankelled og fod med blød bandage inkl. støttebind
BLPA81	Skinnebehandling af ankelled og fod med hård præfabrikeret skinne
BLPA82	Skinnebehandling af ankelled og fod med modellerbart materiale inkl. gips
BLPA83	Skinnebehandling af ankelled og fod med individuelt fremstillet bandage
BLPB	Bandagering af columna
BLPB0	Bandagering af columna og bækken
BLPB00	Bandagering af columna og bækken med blød bandage inkl. støttebind
BLPB01	Bandagering af columna og bækken med hård præfabrikeret skinne
BLPB02	Bandagering af columna og bækken med modellerbart materiale inkl. gips
BLPB03	Bandagering af columna og bækken med individuelt fremstillet bandage
BLPB1	Bandagering af columna cervicalis
BLPB10	Bandagering af columna cervicalis med blød bandage inkl. støttebind
BLPB11	Bandagering af columna cervicalis med hård præfabrikeret skinne
BLPB12	Bandagering af columna cervicalis med modellerbart materiale inkl. gips
BLPB13	Bandagering af columna cervicalis med individulelt fremstillet bandage
BLPC	Immobilisering af overekstremitet med cirkulær bandage
BLPC0	Behandling af overekstremitet med cirkulær bandage
BLPC00	Behandling af overekstremitet med cirkulær bandage, blød
BLPC01	Behandling af overekstremitet med cirkulær bandage, hård præfabrikeret
BLPC02	Behandling af overekstremitet med cirkulær bandage, modellerbart materiale inkl. gips
BLPC03	Behandling af overekstremitet med cirkulær bandage, individuelt fremstillet
BLPC1	Behandling af skulderled og overarm med cirkulær bandage
BLPC10	Behandling af skulderled og overarm med cirkulær bandage, blød
BLPC11	Behandling af skulderled og overarm med cirkulær bandage, hård præfabrikeret
BLPC12	Behandling af skulderled og overarm med cirkulær bandage, modellerbart materiale inkl. gips
BLPC13	Behandling af skulderled og overarm med cirkulær bandage, individuelt fremstillet
BLPC2	Behandling af albue og underarm med cirkulær bandage
BLPC20	Behandling af albue og underarm med cirkulær bandage, blød
BLPC21	Behandling af albue og underarm med cirkulær bandage, hård præfabrikeret
BLPC22	Behandling af albue og underarm med cirkulær bandage, modellerbart materiale inkl. gips
BLPC23	Behandling af albue og underarm med cirkulær bandage, individuelt fremstillet
BLPC3	Behandling af hånd og håndled med cirkulær bandage
BLPC30	Behandling af hånd og håndled med cirkulær bandage, blød
BLPC31	Behandling af hånd og håndled med cirkulær bandage, hård præfabrikeret
BLPC32	Behandling af hånd og håndled med cirkulær bandage, modellerbart materiale inkl. gips
BLPC33	Behandling af hånd og håndled med cirkulær bandage, individuelt fremstillet
BLPC4	Behandling af finger med cirkulær bandage
BLPC40	Behandling af fingre med cirkulær bandage, blød
BLPC41	Behandling af fingre med cirkulær bandage, hård præfabrikeret
BLPC42	Behandling af fingre med cirkulær bandage, modellerbart materiale inkl. gips
BLPC43	Behandling af fingre med cirkulær bandage, individuelt fremstillet
BLPD	Immobilisering af underekstremitet med cirkulær bandage
BLPD0	Behandling af underekstremitet med cirkulær bandage
BLPD00	Behandling af underekstremitet med cirkulær bandage, blød
BLPD01	Behandling af underekstremitet med cirkulær bandage, hård præfabrikeret
BLPD02	Behandling af underekstremitet med cirkulær bandage, modellerbart materiale inkl. gips
BLPD03	Behandling af underekstremitet med cirkulær bandage, individuelt fremstillet
BLPD1	Behandling af hofte og lår med cirkulær bandage
BLPD10	Behandling af hofte og lår med cirkulær bandage, blød
BLPD11	Behandling af hofte og lår med cirkulær bandage, hård præfabrikeret
BLPD12	Behandling af hofte og lår med cirkulær bandage, modellerbart materiale inkl. gips
BLPD13	Behandling af hofte og lår med cirkulær bandage, individuelt fremstillet
BLPD2	Behandling af knæ med cirkulær bandage
BLPD20	Behandling af knæ med cirkulær bandage, blød
BLPD21	Behandling af knæ med cirkulær bandage, hård præfabrikeret
BLPD22	Behandling af knæ med cirkulær bandage, modellerbart materiale inkl. gips
BLPD23	Behandling af knæ med cirkulær bandage, individuelt fremstillet
BLPD3	Behandling af underben med cirkulær bandage
BLPD30	Behandling af underben med cirkulær bandage, blød
BLPD31	Behandling af underben med cirkulær bandage, hård præfabrikeret
BLPD32	Beh. af underben med cirkulær bandage, modellerbart materiale inkl. gips
BLPD33	Behandling af underben med cirkulær bandage, individuelt fremstillet
BLPD4	Behandling af ankelled og fod med cirkulær bandage
BLPD40	Behandling af ankelled og fod med cirkulær bandage, blød
BLPD41	Behandling af ankelled og fod med cirkulær bandage, hård præfabrikeret
BLPD42	Behandling af ankelled og fod med cirkulær bandage, modellerbart materiale inkl. gips
BLPD43	Behandling af ankelled og fod med cirkulær bandage, individuelt fremstillet
BLPY	Immobiliserende behandling og forbinding ikke klassificeret andetsteds
BLPY0	Behandling med stumpbandage
BLPY1	Behandling med DB-skinne
BLPY10	Anlæggelse af DB-skinne
BLPY11	Justering af DB-skinne
BLPY9	Immobiliserende behandling ikke klassificeret andetsteds
BLPY90	Behandling med mitella eller slynge
BLPY91	Behandling med tapening
BLPZ	Delprocedurer ved behandling med immobilisernede bandage
BLPZ0	Fjernelse af immobiliserende bandage
BLPZ00	Fjernelse af cirkulær gipsbandage
BLPZ01	Fjernelse af gipsskinne
BLPZ1	Forstærkning af gipsbandage
BLPZ2	Justering af gipsbandage
BLV	Pleje ved lidelse i bevægeapparatet
BLVA	Generel pleje ved lidelse i bevægeapparatet
BLVB	Speciel pleje ved lidelse i bevægeapparatet
BLX	Andre interventioner med relation til bevægeapparatet
BLXA	Immobilisering ved sengeleje
BLXA0	Immobilisering i fladt rygleje
BLXA1	Immobilisering i rygleje med pude under hovedet
BLXB	Specificerede interventioner med relation til bevægeapparatet
BLXB0	Fodterapeutisk behandling
BLXB00	Fodterapeutisk delbehandling
BLXB1	Behandling med indlæg i fodtøj
BLXB10	Indlæg i fodtøj efter funktionelt aftryk
BLXB18	Behandling med andre specificerede indlæg i fodtøj
BLXB18A	Behandling med indlæg med forfodskorrigering (pelotte)
BLXB18B	Behandling med indlæg med forfodsaflastning
BLXB18C	Behandling med indlæg med bagfodsaflastning
BLXB18D	Behandling med indlæg med bagfodskorrigering (sustentaculum)
BLXB18E	Behandling med indlæg med bagfodsstøtte
BLXB18F	Behandling med indlæg til amputations tilpasning
BLXB18G	Behandling med indlæg til apofysitis plantaris
BLXB18H	Behandling med indlæg til fascitis plantaris
BLXB2	Individuel aflastning af tå
BLXB20	Individuel aflastning af tå med "Evazote"
BLXB21	Individuel aflastning af tå med silicone
BLXB22	Individuel aflastning af tå med skumgummi
BLXB3	Hælsko behandling
BLXC	Injektionsbehandling med relation til bevægeapparatet
BLXC1	Injektionsbehandling i extremiteter med botulinum
BLXC2	Injektionsbehandling rygmuskler med botulinum
BLXC3	Injektionsbehandling i musculus pectoralis major med botulinum
BLXC4	Injektion af collagenase i Dupuytren streng på hånd/finger
BLXC5	Injektion af leukocyt trombocyt rigt plasma (L-PRP)
BLXC6	Injektionsbehandling i abdominalmuskler med botulinum
BM	Perifere kredsløb og lymfesystem
BMB	Anvendelse af perkutan adgang til kredsløbet
BMBA	Anvendelse af kanyle som adgang til kredsløbet
BMBA0	Anvendelse af kanyle som adgang til det perifere venøse kredsløb
BMBA00	Venepunktur
BMBA01	Venesektio
BMBA03	Skalpvenepunktur
BMBA1	Anvendelse af kanyle som adgang til det arterielle kredsløb
BMBA10	Arteriepunktur
BMBD	Anvendelse af kateter som adgang til kredsløbet
BMBD0	Anvendelse af kateteradgang til det centrale venøse kredsløb
BMBD00	Anvendelse af centralt venekateter gennem vena jugularis
BMBD01	Anvendelse af centralt venekateter gennem vena subclavia
BMBD1	Anvendelse af kateteradgang til det arterielle kredsløb
BMBZ	Delprocedurer ved anvendelse af perkutan adgang til kredsløbet
BMBZ0	Anlæggelse af kanyle i kredsløbet
BMBZ00	Anlæggelse af venekanyle
BMBZ01	Anlæggelse af vaskulær injektionsport
BMBZ01A	Anlæggelse af gripper i vaskulær injektionsport
BMBZ1	Skiftning af kanyle
BMBZ10	Skiftning af venekanyle
BMBZ2	Fjernelse af kanyle
BMBZ20	Fjernelse af venekanyle
BMBZ21	Fjernelse af vaskulær injektionsport
BMBZ21A	Fjernelse af gripper i vaskulær injektionsport
BMBZ5	Anlæggelse af kateter i kredsløbet
BMBZ50	Anlæggelse af venekateter
BMBZ50A	Perkutan nyrevenekateterisation
BMBZ50B	Perkutan binyrevenekateterisation
BMBZ50C	Perkutan levervenekateterisation
BMBZ51	Anlæggelse af centralt venekateter (CVK)
BMBZ51A	Anlæggelse af tunneleret centralt venekateter (CVK)
BMBZ51B	Anlæggelse af tunneleret centralt venekateter i vena jugularis
BMBZ51C	Anlæggelse af centralt venekateter i vena jugularis
BMBZ51D	Anlæggelse af tunneleret centralt venekateter i vena subclavia
BMBZ51E	Anlæggelse af centralt venekateter i vena subclavia
BMBZ51F	Anlæggelse af tunneleret centralt venekateter i vena brachiocephalica
BMBZ51G	Anlæggelse af centralt venekateter i vena brachiocephalica
BMBZ51H	Anlæggelse af centralt venekateter i vena femoralis
BMBZ51J	Anlæggelse af centralt venekateter i vena brachialis
BMBZ51K	Anlæggelse af perifert indsat centralt venekateter (PICC line CVK)
BMBZ52	Anlæggelse af arteriekateter
BMBZ52A	Anlæggelse af arteriekateter i arterie på overekstremitet
BMBZ52B	Anlæggelse af arteriekateter i arterie på underekstremitet
BMBZ6	Skiftning af kateter i kredsløbet
BMBZ60	Skiftning af venekateter
BMBZ61	Skiftning af centralt venekateter (CVK)
BMBZ61A	Skiftning af tunneleret centralt venekateter (CVK)
BMBZ61J	Skiftning af centralt venekateter i vena brachialis
BMBZ61K	Skiftning af perifert indsat centralt venekateter (PICC line CVK)
BMBZ62	Skiftning af arteriekateter
BMBZ7	Fjernelse af kateter i kredsløbet
BMBZ70	Fjernelse af venekateter
BMBZ71	Fjernelse af centralt venekateter (CVK)
BMBZ71A	Fjernelse af tunneleret centralt venekateter
BMBZ71K	Fjernelse af perifert indsat centralt venekateter (PICC line CVK)
BMBZ72	Fjernelse af arteriekateter
BMD	Anvendelse af hjælpemidler i relation til det perifere kredsløb
BMDD	Behandling med støttestrømper
BMDD0	Behandling med crusstøttestrømpe
BMDD1	Behandling med femurstøttestrømpe
BMDD2	Behandling med armstøttestrømpe
BMDD5	Måltagning til støttestrømpe
BMDD6	Kompenserende handling ved anvendelse af støttestrømper
BMDD60	Kompenserende handling ved påtagning af støttestrømper
BMDD61	Kompenserende handling ved aftagning af støttestrømper
BMF	Interventioner ved kredsløbssvigt m.m.
BMFF	Ødembehandling
BMFF0	Ødembehandling og ødemprofylakse
BMFF00	Ødembehandling ved elevation
BMFF01	Ødembehandling ved elevation og aktivitet
BMFF02	Ødembehandling ved kompression
BMFF03	Ødembehandling ved kompression og aktivitet
BMFF04	Ødembehandling ved dynamisk arbejde og arbejdstræning
BMFF05	Ødembehandling ved manuel terapi
BMFF1	Lymfødembehandling
BMFF10	Drænage ved lymfødembehandling
BMFF11	Hudpleje ved lymfødembehandling
BMFF12	Bandagering ved lymfødembehandling
BMFF2	Venepumpeterapi
BMFF21	Sekvenspumpeterapi af ødem
BMFL	Intervention til regulering af kropstemperatur
BMFL0	Legemsopvarmning med isolering og passiv varmekilde
BMFL00	Legemsopvarmning med dyne
BMFL01	Legemsopvarmning med varmepakning
BMFL02	Legemsopvarmning med varmedunk
BMFL03	Legemsopvarmning med varmt linned
BMFL04	Legemsopvarmning med varmesvøb
BMFL05	Legemsopvarmning med benvarmere
BMFL06	Legemsopvarmning med termolagen
BMFL07	Legemsopvarmning med termotæppe
BMFL1	Legemsopvarmning med aktiv varmekilde
BMFL10	Legemsopvarmning med el-varmetæppe
BMFL11	Legemsopvarmning med varmemadras
BMFL12	Legemsopvarmning med varmepude
BMFL13	Legemsopvarmning i varmekasse
BMFL14	Legemsopvarmning med varmelampe
BMFL15	Legemsopvarmning i kuvøse
BMFL3	Legemsafkøling ved afdækning og afkøling
BMFL30	Legemsafkøling ved fjernelse af dyne
BMFL31	Legemsafkøling med kold pakning
BMFL32	Legemsafkøling ved kold afvaskning
BMFL33	Legemsafkøling med vifte
BMFL34	Legemsafkøling ved indpakning i vådt lagen
